"id","profileName","text","date","title","rating","images","helpful","variant:colour"
"R2NJH40YVP7J6E","XxBAxINxBSxX","Ok…first things first…these headphones are AMAZING…the level of outside world cancellation is remarkable…I use these whenever I go to a pool hall (which is literally every night…lol) because I want to practice and not have distractions…these buds make me oblivious to the fact that some poor inebriated fool thinks they’re giving the sparse crowd a show better than the original artist…🤮Then why, you might ask, did you only give them a lowly 3 star rating?!?Simple…these are ear buds…not only that, but they are BOSE ear buds…the ONE NAME that is synonymous with making music sound better than virtually any other manufacturer…suffice it to say, they’re going to be used to listen to music…the problem is, I don’t want to carry my phone around while I’m playing pool…nor do I want to have it in my back pocket when I’m working on a car and having to roll around underneath said car…so, don’t carry my phone, you might say…simple enough, right? Not quite…See, what happens if I want to change the song?  With my old Bose earbuds (wired together), I didn’t have to carry my phone…I could use the controller that was integrated into the tethering cord to skip tracks, forwards or backwards…I could control the volume…I could answer calls…blah blah blah…Jump to these ear buds…once again, sound cancellation is amazing…total silence, even in a “rowdy” bar setting…music sound, typical Bose…but, can I skip tracks forwards and backwards?Cut to scene with a donut rolling down the street…Cut to scene with kid standing by himself, kicking rocks…Are you freakin’ kidding me, Bose?!? Did you seriously engineer an EAR BUD and charge $200 for them, only to tell your customers that the ability to skip tracks, forwards and backwards, was akin to expecting too much?!?I’m still on the fence if I want to keep them…like I said, sound quality, feel, noise cancellation, etc…it’s all absolutely amazing…but the fact I have to keep my phone close by so I can perform the task EVERY OTHER EAR BUD EXPECTEDLY DOES…yeah…that might be a deal breaker…","Reviewed in the United States on 20 August 2022","Is this a freakin’ bad joke?!?","3.0 out of 5 stars","","3","Triple Black"
"R2DCFHTWNYFJ27","Eugene Swank","I have had the opportunity to use these earbuds on four aircraft flights. The noise cancellation is fantastic. They make it possible to enjoy music while flying without having the volume at high levels. I didn't expect it but it is also easier to hear announcements from the flight crew. I bought these specifically for the noise cancellation when I travel and I am very pleased with these. Once connected (see below) the sound is great. Balanced and clear.Some people don't like the size of the case saying it is too big. It probably is a little too big to put in your pocket but I typically have the case in a backpack with other electronics.Some also think these are too big. I can't see them when I'm wearing them and they are very comfortable so I almost forget I have them in. The way the compliant earpieces hold onto the inside of my ear and how they don't insert into the ear canal but seal against it makes these very comfortable and secure.The reason I don't give these 5 stars is due to the horrible Bose software. I have an iPhone 8 and iPad 6th generation and have had no issues whatsoever connecting to any device through Bluetooth. This goes for external speakers, car receivers, or other Bluetooth headsets. The first time I used them they tried to do a firmware update which kept failing. Eventually it worked. I have had to do a factory reset on the earbuds, uninstall-reinstall the Bose app, push the Bluetooth button on the case, turn Bluetooth on and off on my devices, hit retry, dismiss, and wait for a miracle to happen to actually be able to use these. This is with the earbuds and the case millimeters from the device. They will ""connect"" to the last device even if it is turned off. I don't mean the Bluetooth off I mean the device is off. The software must have no sort of communications check to verify the connection. I have not found any consistent way to switch from one device to the other. As an example I might want to watch a video on the iPad and later switch to the iPhone for music. A search of the Bose ""help"" and online has been of little use. The best I have found is to just pair them with one device and then stop. If Bose were to do a major update, e.g. 5.0, it may address these issues but for the price paid for these I am disappointed in the buggy, poorly thought out software.","Reviewed in the United States on 22 May 2021","The Bose earbuds are gold, the Bose software is pure garbage.","3.0 out of 5 stars","","2","Triple Black"
"R2TTO5QUVPFVVY","M. Fromin","I have had AirPods Pros since Oct 2019 and I purchased these in Oct 2020 so I have had 2 months to compare them head to head.Issue #1 - Getting a good eartip fitThe biggest issue I had with these was getting a comfortable fit while getting a solid seal.  If you don't have a solid seal the sound and noise cancelling suffer significantly.  The 2 size did not quite get a good seal and the 3 size felt like I was jamming a large item into my ears.  By comparison the AirPods pros silicone tips are less intrusive and (for me at least) created a good seal with no real ""pressure"" on the ear.Issue #2 - Charging case is LARGEI often take my AirPods Pros with me on the go so I can either listen to music or take calls as needed without having to hold the phone to my head for calls.  The size of the case for the Bose is easily double the size of the AirPods Pro.  It would be rather cumbersome to place that in your pocket.Issue #3 - Calls and only one earbud can be usedBose uses a master and slave approach to their product so you can only use one of them for calls.  By comparison the AirPods Pros allow me to use either bud for calls.  For long calls you can switch between them in case you run out of battery in either bud.Issue #4 - Touch controls are too sensitiveThe force sensor on the AirPods Pros are not hard to use but it is really hard to accidentally engage them.  By comparison I frequently accidentally caused the Bose to trigger the tap behavior when simply adjusting the bud in my ear.  Perhaps if I had a great seal I would never touch them but when I did it was too easy to trigger the behavior.As a PLUS for the Bose, you can adjust the volume via the touch controls - the AirPod Pros sadly cannot do that a year after release.Are the Bose bad earbuds - absolutely not!  If I did not have my AirPod Pros I would likely be pretty happy with these earbuds.  The sound (when the seal is right) is as good or better than any other option on the market.  The same can be said for the noise cancellation. Unfortunately if these don't fit your ears right they become really expensive average earbuds.","Reviewed in the United States on 21 December 2020","If they fit and you don't mind the weight these are on par with anything else on the market","3.0 out of 5 stars","","0","Triple Black"
"R2922EN4SV1HXB","BlueTurtle","Update: the technical issues continue to mount and Bose support is very lacking in this case. Connectivity to various devices are spotty and frustrating. My other Bluetooth devices have no such issues. Bose was once a leader in noise cancelling but as technologies evolve Bose will soon fall behind if they don’t address these kinds of issues.I need noise cancelling. Noise affects my mental health and I live in a very noisy area. I normally use Bose QC over ear head phones but they get hot after awhile and give me ear fatigue so I needed an in ear option. I also use Jabra Elite buds and lots of various ear plugs.The noise cancelling on these quiet comfort buds are incredible! Just one level lower than my over the ear headphones. This is what I bought them for and they deliver! Thus my 5 star rating.The sound is wonderful for mids and highs. Below average in regards to base and lows.The fit is average for my ears. Definitely look in the mirror when you fit them in so they go in the right spot. They begin to bother my ears around 30 minutes in, but this is the norm for me with ear buds that need a seal. The reason I’m keeping these is that you can adjust them slightly while keeping the seal, but alleviating the pressure point. This is not ideal but it is way better than any other earbuds I’ve tried and I have to live with the tech that’s available. With the adjustments I can push it to a few hours of wear time. I am hoping that my ears will also develop a tolerance over time.The extras are very lacking. I turned off the voice prompts because they are too loud. The buds will instead make a thumping sound to let me know when I’m connected to Bluetooth. This thumping is loud and annoying and there is no option to turn it off. Bose has acknowledged this issue but has yet to make any update (over a year since I saw in the forums). So what I do is wait until they connect, then I put them in my ears. They also can only connect to one device at a time so you have to manually disconnect before switching. The controls on the buds themselves are pretty much limited to changing noise cancelling levels and skipping forward one track.I totally understand why others would dock Bose stars for these shortcomings. They are annoying for sure. But for noise cancelling these are amazing and I’ll continue to bear the inconveniences in order to block out noise.","Reviewed in the United States on 5 January 2021","Supreme noise cancelling but technical shortcomings are aggravating","3.0 out of 5 stars","","2","Soapstone"
"R33II9BRLIOZ8C","Samantha","I've only been using these headphones for a couple of days, and as far as the hardware itself, I could not be happier:- they are *extremely* comfortable and rest snugly in my ears.  I had read reviews that the earpiece may cause discomfort over many hours of use, but that has not been the case for me (I had a very snug, comfortable fit with the ""2"" that was in place by default, and feel no need to switch it out)- the sound quality is fantastic.  I picked these up with the intention to use them on calls and audio scenarios where I need to clearly hear/understand people.  The audio is crystal clear for me, and the levels out of the box fit my needs nicely.- the noise cancelling is also fantastic.  I could virtually cancel out a person speaking directly at me from 3 feet away and almost hear no noise (at room-voice talking levels).  The controls on the left ear for tuning the ANC took a little getting used to, but are quite handy for switching noise-cancel settings when you need to hear things around you (I suppose you could just remove one earpiece and it'll do this automatically, but I have not had enough time to experiment with this further)HOWEVERThe phone app (in my case, Andriod, Bose Music per documentation's instructions) is hot garbage.  You will be required to use this if you want to customize buttons, sound settings, and firmware updates.  This is my only Bose product, and it had a hard time finding the headphones, continuing to recognize that the headphones were connected to my phone, and perform updates (had to attempt this multiple times in order for the update to complete).  I'm hoping that this is one of those ""set and forget"" scenarios, but the experience with the app was so terrible that I could see someone wanting to go look for something else.  TL;DR - get past the initial configuration + updates, and I think you'll be extremely pleased with these earbuds.  Just be prepared for a lot of frustration while getting to that point.","Reviewed in the United States on 27 December 2021","great headphones, terrible app","3.0 out of 5 stars","","0","Triple Black"
"R2JLF2ZREA4RLV","Amazon Customer","I work from home with kids and dogs running riot and so thought I would look for some ANC headphones. As a glasses wearer, overhead headphones give me a headache if I wear them too long (with the number of online meetings I attend this is usually the case by mid morning!). ANC earbuds seemed like the way to go and so, having researched a few different brands, I took the plunge and splurged the £249 for these.When first trying them, you had to pick me up off the floor - although a tad uncomfortable, the ANC was amazing & the sound quality was also excellent when playing music and videos on my phone. They didn't budge when exercising. Overall I was super impressed.Alas, it all seemed to go wrong on day 2.Not only was the noise cancellation hit and miss during the day, the sound quality on my calls left a lot to be desired. The volume control was tempermental at best. What was slight discomfort on day 1 had turned into a throbbing ache within 20 minutes of wearing them on Teams Meetings. I therefore swapped out the tips for the smaller set, hoping this would alleviate the pressure in my ears. It didn't. After wearing these for various meetings during the day, my ears were so painful that evening I couldn't even wear my old wired headphones.Having read some further reviews, it seems that the materials used for the tips is different to older models and this seems ro have had a big impact on the comfort this brand was previously renowned for.Having outlaid so much for them, I really truly wanted to like them but unfortunately they will be going back.","Reviewed in the United Kingdom on 2 July 2021","I really wanted to like these, but the pain was too much!","3.0 out of 5 stars","","18","Soapstone"
"R116RZJ62K61A7","Phil Loubere","They do offer good sound with deep bass, but for me, other issues make me regret this purchase.The biggest complaint is that they're hard to get securely in my ears. I have small ears and have the same problem with other buds, including Apple's, but for those you can purchase an over-the-ear attachment to hold them in place. These have a little plastic loop that's intended to fit into the contours of your ear, but the buds are so big and heavy that it doesn't really work. If I'm exercising or even just bending over one of them will inevitably fall out.They do come with three different size loops, but none of them work for me.The places where you're supposed to touch them to control functions are very hard to locate and to get them to work. While installing the left one I'll invariably accidentally change listening mode, but then can't get it to switch back.As others have pointed out, the button to open the case is very annoying and hard to press. And the case only offers another 12 hours of recharge.I should have returned them while the window was still open. Oh well, add them to my collection of other unused electronic junk.","Reviewed in the United States on 4 February 2023","Should have returned them","3.0 out of 5 stars","","0","Triple Black"
"R14BSRJJV1HPYR","H. L.","Pros* Great sound quality* Excellent noise cancelation* Pretty compact charging case* Good battery life* Secure in the ear (won't fall out)* Effective and convenient automatic features: pauses when you take an earbud out, automatically adjusts noise cancelation when only wearing one, auto touch controls to skip songs and pause musicCons* Uncomfortable for small ears. I could only wear them for about 30 minutes before my ears would start hurting.* Lots of bugs: would turn the volume up all the way with no way to turn it down - I had to disconnect and then restart the headphones and my device and then reconnect. After a few weeks, the right ear started having a constant buzz that I couldn't get rid of.* Some connection issues: Sometimes would disconnect unexpectedly or would refuse to connect to my computer for video calls.* The right ear controls everything: If you like to wear only one earbud at a time, you have to wear the right one. You can't put the right one in the case and just listen to the left because it will disconnect. Microphone only in the right earbud.* Picks up EVERYTHING on phone calls. But okay sound quality on the other end of the call when you're in a quiet room.Bottom line:These earbuds are great for music if you have larger ears or only want to listen for a short time. I walked to work with these and they have great noise cancelation, great sound quality, and I was never worried about them falling out. They are easy to carry around and have good battery life. If you want to wear them for a long time or have smaller ears, they will end up hurting after a while. They work okay for phone calls but only if you are in a quiet room and not making any noise. You must favor your right ear. I am returning them because I want to multitask while on phone calls and they hurt my small ears, but they might work well for you if you have larger ears, are only using them for music or noise cancelation, or take phone calls in a quiet space.","Reviewed in the United States on 8 January 2021","Pros and Cons: Great sound quality & noise cancelation but uncomfortable & lots of bugs","3.0 out of 5 stars","https://m.media-amazon.com/images/I/81DHH-xaIbL.jpg
https://m.media-amazon.com/images/I/81psboZeMoL.jpg
https://m.media-amazon.com/images/I/81vJTrQrG5L.jpg","0","Triple Black"
"R2OUFMI1MUHIYE","manbsu","I have always compared Bose with Sony and viceversa because I believe these 2 brands are the best when it comes to headphones/earphones.I ordered the Bose Quietcomfort earbuds and I was impressed with the Noise cancelling they managed to pull off, I also liked the fact they're very comfortable and easy to fit in. But what was very disappointing for me was the SOUND (arguably the most important factor when purchasing earphones/earbuds etc.) specifically the low volume on these earbuds. I personally had to turn the volume up to around 80% to actually feel and enjoy the music. I just felt like the music didn't have any kick and you're not even able to tune the music inside the app.This has been a reoccurring issue with Bose products for me, for example the Bose QC 35II headphones, great ANC, extremely comfortable and lightweight, but the sound and volume of the sound were very poor for a premium product that costs hundreds of pounds.On the other hand the Sony wf-1000xm4 have good NC technology, they're not as comfortable (at least for me, and they are more difficult to fit in) but the SOUND is stellar in my opinion, loud, punchy, vibrant and invigorating. You can fully enjoy the music at 50% volume.If somehow Bose could manage to achieve this level of quality of sound from Sony they would have the best earbuds on the market by far.Or maybe Sony can make their earbuds more comfortable and improve their ANC a little bit, either way I would be a 100% happy customer.For now I'm still waiting for the best headphones/earbuds to be released...","Reviewed in the United Kingdom on 23 September 2021","Fantastic NC, comfortable earplugs, but poor sound","3.0 out of 5 stars","","19","Triple Black"
"R26FT5ZFUDH95R","4$|-|","I had been waiting for Bose truly wireless earbuds since last year. I was super excited when I learned that they are now released. Below are some pros and cons I discovered while my 2 week use. Note: that this is my personal opinion and your experience might be different.Pros: -Impeccable sound quality- Best in class noise cancellation- Both sides have sensors; meaning the music will stop/pause when you take out either side from your ear and play back when you put them on again.- Bluetooth 5.0 connectivity, maintains the 30ft connectivity- Secure fit (depends)Cons:- Bulky and heavy. Yes they are heavier than Airpods Pro or even their sibling Bose Sport Earbuds. Speaking of the weight, while the tips help in maintaining the secure fit, they didn’t work well for running or working out.- Lack of basic controls(mute, volume), and, to my surprise it wasn’t configurable either. I would have expected Bose to allow them to be configurable. More details in Suggestion section.- cannot use left earbud for calls (you can do that on AirPods Pro)- need to learn how to put the earbuds on. Mine would fall off immediately until I discovered “how to wear” in the help section of the app.I will be returning these as they lack comfort due to weight, secure fit (won’t stay in while running) and lack of on board controls, which are essential for me.Suggested Updates:I might have kept these if Bose had allowed configurable gesture controls. For instance: The default control set up from Bose music app allows music controls on the right earbuds and cycling through predefined noise cancellation levels on the left. While that’s useful, I don’t believe a lot of users would be cycling through noise cancellation as much as other basic controls especially  during the new normal, wfh scenarios. It would be nice if Bose would allow the three favorite levels to be configurable, where these 3 options provided a list of user configurable options; mute, volume up, volume, down, cycle through cancellation levels etc. fav1, fav2, fav3 could be single, double and triple tap on the left earbuds instead of just restricted to noise cancellation.","Reviewed in the United States on 26 October 2020","Fantastic Earbuds but not for everyone.","3.0 out of 5 stars","","3","Triple Black"
"R3VB29651BRD05","J. W.","Been using these earbuds a year so I think I can write a fair review.First, a bit of context.  You could say I'm a Bose fan; I've had QC 25, 30, 35 and a pair of SoundLink Revolve.  I've also got a pair of Airpods to compare with.  I used all the above with Mac Book Pros, iPhones, Android phones, and Windows laptops.Let's start with the nice things.  It's great quality hardware; the earbuds and case feel and look great.  Sound quality was fine, no bluetooth connectivity issues.  Nobody hearing me has ever complained about microphone quality.  Battery life is fine.  Noise cancellation met my expectations; I couldn't fairly compare  these earbuds to the QC 25/30/35 without a controlled experiment.  Fit is good- very comfortable, even- and I have sensitive ears I can't wear on-ear headphones or use most earbuds.Now the disappointments.  Charging case is a bit large; fine for cargo shorts or a backpack, not so much for dress pants or the like.  Wireless range is perhaps 3/4 that of Airpods in realistic indoor environments- not a deal-breaker but definitely noticeable.  The ""Bose Music"" app; thankfully they dropped the requirement to create an account just to pair earbuds, but it's annoying that I have to install it for the earbuds and ""Bose Connect"" for all my other Bose devices.  Only the right earbud can be used standalone (with Airpods either the right or left can be used by itself).  Finally, I've found the earbuds don't switch between devices quite as smoothly as the QC35- again, not a deal-breaker but a minor annoyance when you've got a phone and a laptop.In short, given the price I'd hold out for a ""second generation"" hardware revision.","Reviewed in the United States on 21 October 2021","Wait for a few software updates or a new hardware revision","3.0 out of 5 stars","","2","Triple Black"
"R11DR2VZ10F2RK","Buy2MuchPrime","For context I love music and this is my 3rd pair of Bose noise cancelling headphones / earbuds. Just for context I also own what people may call audiophile headphones (Audeze LCD-XC, Dekoni Blues, and HD660s).  If you are looking for best in class noise cancelling earbuds, look no further.  If you are looking for a great sound signature and don't care about noise cancelling, look somewhere else.  The biggest shock to me was that they don't block out sound like a QC35 would, these let in a bit more ambient sound.  I'm guessing this is so that you can hear what is around you (even in quiet mode).  Sound stage isn't very large, the highs and mids are lacking, and the bass, well its bose, there is plenty of bass. Problem is this does make for muddy sounding music, especially with female vocals.  I find the earbuds fit nicely, and do a good enough job on the subway blocking out noise.  My only true complaint would be battery life, knowing full well that the audio quality  wouldn't compare to an LCD-XC as an example.  Unlike Beats or other headphones, I have nothing but a solid bluetooth connection with my Samsung S21 Ultra. Hope this helps :)","Reviewed in Canada on 19 July 2022","Best in class Noise Cancelling Earbuds - Muddy Sound - Decent Fit","3.0 out of 5 stars","","0","Triple Black"
"R3B5TQC90AJLW4","Curly Girl","I am a longtime Bose fan and have had several other types of Bose ear buds over the years.  They are my go-to brand. I have always found the sound quality, noise cancellation, and comfort are top notch and was prepared to love  these  “true” wireless earbuds as much as my previous Bose products. The sound quality and noise cancellation are on par with my previous Bose experience. As other reviewers have stated the buds are larger and heavier than other similar earbuds on the market. I didn’t think they looked as huge on as I thought they would but they are  heavier and don’t stay in the ear as well as my past Bose earbuds, especially with movement  (I did try  the different size ear pieces that came with the product). That minor inconvenience would have been tolerable but the deal breaker was I couldn’t get a working pair! The first set the left earbud didn’t work at all, despite charging the buds and case fully and following troubleshooting from both Bose and Amazon. That set went back for an exchange. The 2nd set the right earbud had constant static, whether or not music was playing. Again, troubleshooting didn’t help so that set went back too. One set not working I could see, but 2?? I am disappointed  to have to move to another wireless product and hope my experience is not indicative of a change in quality in Bose products. The sound quality is full and rich with excellent noise cancellation-easily 5 stars for those features. Not being able to get a working set knocked off a couple of stars.","Reviewed in the United States on 2 November 2021","Wanted to love them","3.0 out of 5 stars","","6","Soapstone"
"R2VXZ2YSSPSNV5","casper1021ax","I'm a huge Bose fan. Have wireless QC over the ear headphones that I love. These are no exception when it comes to sound quality, noise cancelation, and battery life. You won't find better anywhere else. But the connectivity when switching between devices is horrific. Can only connect to one device at a time, and they mean it. They certainly stay connected once you're there. But God forbid you want to connect to your phone after previously being connected to your tablet. The instructions say that you literally have to turn Bluetooth off on the previous device before connecting to a new computer device, and it's true. If I power my tablet off while these are still connected, I have to actually power back on the tablet, reconnect and turn off the Bluetooth before I can connect to my phone, or else I have to re-pair. It's like this with all devices, firestick, laptop, etc. I'm essentially re-pairing these things 4+ times a day. It's not my devices, the instructions that come with these buds speak to this issue. For $280, that's a huge hassle. The airpods I'm replacing functioned better than this and I have all android products. My over the ear headphones don't do this. You can connect to multiple devices, of course, only playing from one device at a time. But switching is seemless. I guess I'll live with these for a few years, but other buyers beware. If I would have known about this issue, I probably would have gone another route. It may seem like a small thing, but there's a cumulative toll this ""inconvenience"" takes after having these for a month if you use them daily. It just shouldn't be this hard at this price point.","Reviewed in the United States on 19 August 2021","Switching the connection from one device to another is the worst. It's not me, it's them.","3.0 out of 5 stars","","0","Soapstone"
"R2UT8HS3695IP3","T. H.","Als Allererstes: Eigentlich bin ich ein sehr überzeugter User von Bose-Produkten. Egal um welches Produkt es sich handelte, ich war immer vollkommen zufrieden. Die Earbuds haben mich leider nicht zu 100% überzeugt.Pros: Die Tonqualität ist einwandfrei. Es fehlt zwar ein Equalizer, aber das stört nicht wirklich. Sowohl der Klang als auch das Noise-Cancelling sind hervorragend. Da gibt es nichts zu beanstanden. Klingt fantastisch. Die Akku-Laufzeit, sowie die Ladezeit, sind sehr solide. Zudem bieten die Earbuds einen stabilen Halt. Ich arbeite in der Zustellung und nutze dabei einen Earbud, um den tristen Zustellungsalltag mit etwas Musik zu erhellen und um unterwegs gut erreichbar zu sein, falls mal ein Kollege anruft. Mit einem doppelten Tippen auf den Earbud absolut kein Problem. Insgesamt ein rundes Gesamtpaket aus Klangqualität, Akkulaufzeit und sicherem Halt.Cons: Die Bluetoothverbindung ist zwar stabil, wenn sie einmal hergestellt wurde, aber teils gibt es arge Probleme beim Connecten. Manchmal benötigt man mehrere Versuche bis es gelingt eine Verbindung herzustellen. Ich besitze inzwischen das 2. Paar, da bei den ersten Earbuds nach einer Nutzung von circa 1,5 Wochen der linke Bud teilweise nur halb so laut war wie der rechte. Zurücksetzen und neu verbinden, lösten das Problem leider nicht und ich musste die Earbuds einschicken. Laut Google ist das kein Einzelfall. Der Support und sofortige Umtausch muss definitiv lobend erwähnt werden, andererseits sollte solch ein Fehler bei einem Preis von 200€+ nicht wirklich auftreten.Das verbaute Mikrofon ist nicht gut. Es reicht um zu telefonieren. Man wird verstanden. Bei Zoom-Meetings oder Voice-Mails bei Whatsapp, entkoppelt man die Earbuds lieber oder stellt die Audio-Eingabe auf das Standard-Mic des Laptops. Damit tut man seinem Gegenüber in jedem Fall einen Gefallen.Ein weiterer Punkt, der Abzüge in der Wertung gibt, ist folgender: Man kann zwar auch nur mit einem Earbud Musik hören, jedoch ausschließlich mit dem rechten. Da ich die Buds, bzw. den Bud, während der Zustellung nutze, kann ich nur mit einem Musik hören, da ich auch auf Geräusche im Straßenverkehr achten muss. Bisher stellte das noch kein Problem dar, da die Buds noch recht neu sind und der Akku noch ordentlich hält. Mit zunehmender Nutzung wird die Akku-Laufzeit abnehmen. Da muss man sich nichts vormachen. Hier wäre zumindest die Option sehr nett gewesen einfach mit dem linken Bud weiter Musik zu hören, falls der rechte leer ist. Natürlich nutzt man im Normalfall beide Buds gleichzeitig und es wird nicht viele User wie mich geben, die auf dieses Feature wert legen.Insgesamt bieten die Earbuds einen wirklich sehr guten Klang. Die Basics sind meiner Meinung nach auch wirklich gut erfüllt. Allerdings weisen die Buds in anderen Punkten Schwächen auf, die zumindest erwähnt werden sollten. Vor dem Kauf des Produkts sollte man sich definitiv genau informieren, ob die Buds den persönlichen Ansprüchen entsprechen.","Reviewed in Germany on 12 August 2021","Die Tonqualität ist top, der Rest ist eher Durchschnitt","3.0 out of 5 stars","","2","Triple Black"
"RA9SS1DF5TKI8","Giacomo","Configurato il tutto con l'app per iPhone la sera dell'acquisto; il primo giorno cuffie usate per alcune ore e nessun problema con smartphone, con iPad, con TV e Mac. Secondo giorno comincia a saltare ogni 10 minuti la connessione della cuffia sinistra; dopo un tentativo di reset per eliminare il problema, son diventate impossibili da connettere a qualsiasi dispositivo. Obbligato a fare reso perché inusabili, ora sono indeciso se ritentarci, sperando che non arrivino difettose per hardware/software come le precedenti...v2.0Arrivate quelle sostitutive, almeno rimangono connesse ai vari dispositivi. Mi aspettavo molto di più; il segnale salta ogni giorno, almeno una volta ogni 2/3 ore. Le uso per la maggior parte con iPhone: l'app scaricata, dopo l'ultimo aggiornamento, ha fatto aggiornare anche il firmware delle cuffie. Rimosso la modifica agile del livello ""cancellazione rumore"", che è una delle cose fondamentali e che insieme al volume uno regola più spesso (super errore rimuoverla dalla finestra principale dell'app, secondo me). La batteria viene indicata con pochissima precisione, perché varia de 10% alla volta e inoltre l'unico modo per sapere il livello del case è aprirlo (scomodo!).Qualità e performance molto alte, però speravo fossero molto più ""agili"" e complete come funzioni. Abituato alle vecchie airpods, non c'è paragone come qualità audio (altro mondo le Bose), all'opposto i vari comandi e la compatibilità con un iPhone è veramente inferiore (giusto visto che non sono cuffie Apple)alla fine, non convinto al 100%v3.0Per comprarle di nuovo, in modo da non avere quelle difettose, ho fatto il reso il 24 settembre e il 15 ottobre sono ancora in attesa del rimborso. Chiesto 2 volte alla chat assistenza e spero che la cosa vada avanti. Per ora non ci siamo :(","Reviewed in Italy on 24 September 2021","Smesso di funzionare dopo 2 giorni","3.0 out of 5 stars","","0","Triple Black"
"R3PHDLI9692SSK","Angel","First off Bose is a great manufacturer for any noise cancelling devices and this product was top-notch in sound quality and comfortability. From when you open the box to its premium case to the premium earbuds definitely one of the tops in the market. However the reason why I gave this product three stars was for three reasons: I was very surprised on this but first off they have no find my earbud option in the event that you misplace or lose it. You would think paying over $300 earbuds there better be something to find them like there was on the free sports that I previously owned  and knowing Bose they'll probably want you to buy another set even though you can buy a different earbud but who wants to go through that. I tried to use the old app Bose connect to see if it would work but it says it's only compatible with free sport  earbuds . So in reality Bose took a step back on this one and  you can't equalize the music on the app. Secondly there is no physical way to adjust volume like other earbuds out there and you have to do it straight from the phone. I'm pretty active and hit the gym so whenever he get real moving sometimes you need a quick up and down message without taking your entire phone now put the volume but that's just me. Final reason was the poor customer service that Bose gave and to this day has not responded back with my questions and had to try to get them from the Amazon tech support which was an obvious fail as well after bouncing from 8 reps. I'm still a big fan of Bose products however this came up way short for me especially with the price tag that it has when there are better suited earbuds out there in the market for way cheaper. Save your money folks!","Reviewed in the United States on 17 October 2020","Save your money!","3.0 out of 5 stars","","0","Soapstone"
"R2CQ4Y69KVTGBP","Amazon Customer","Had to return sport buds for signal dropping issue. I do like these QC buds, but I am having a few issues with these, too. The sound is excellent. Especially with Amazon's ultra HD music. I do wish the base was a bit more pronounced. The sport buds had it but these QCs are not as strong. Great mid range, though. The transparency mode is excellent. The ANC works great when it's on but when I turn it off I hear ocean noises. It sounds like ocean waves or even better it sounds like I'm on a cruise ship and the noise the ship makes as it cuts through the ocean water. While I love that sound, I don't appreciate it in my buds. And while it has only happened a couple of times it is worth noting the slide bar that I use in the app to control the level of ANC sometimes does not work. I'll slide it to a higher level and the level in ear buds doesn't adjust. If I go back and reslide it, it will work. The double tap to pause and unpause music is unreliable. It works more often than not but I find myself needing to go back to my phone to unpause my music when the double tap does not work. I am a fan of Bose. If they can work out these kinks it would be a near perfect purchase. I do have one more complaint...at almost $300 how does Bose, and even other manufacturers,  not provide ability to connect to two blue tooth devices simultaneously?  At this price point, it should be required.","Reviewed in the United States on 22 June 2021","Not having good luck with Bose","3.0 out of 5 stars","","0","Soapstone"
"R1WCHVHCX6M8MS","Corrado Santi","Da cliente affezionato bose sono deluso, ho comprato queste cuffie dopo aver letto le altre recensioni, nonostante in molti si lamentassero di difetti e malfunzionamenti. Da fan di bose ho deciso di acquistarle lo stesso, e niente, anche le mie difettate: fermavano musica e video da sole, attivavano l assistente vocale (siri) del telefono, alzavano e abbassavano il volume senza che lo chiedessi… ho chiesto quindi il cambio a amazon e come sempre sono stati perfetti, mi sono arrivate le cuffie nuove addirittura prima di aver spedito quelle difettate. Le nuove sono perfette, ottime cuffie, alta qualità del suono e dopo qualche giorno anche i “tasti” (a sfioramento) sono comodi e intuitivi. Le dimensioni sono un po’ abbondanti ma è solo un fatto estetico, indossate non danno fastidio, dovete però abituarvi a come si “agganciano” all orecchio (o lo ami o lo odi). Anche la batteria dura molte ore, sia delle cuffie sia del case, non mi è capitato mai di scaricarle completamente. Migliori delle airpods pro. Non ho provato le sony. Forse il prezzo di listino è un po alto ma si trovano sempre scontate sui 200-220€. In conclusione dovete essere fortunati, se vi arrivano senza difetti sono delle grandissime cuffie, forse le migliori nel loro genere, ma da bose questo controllo qualità imbarazzante non me lo aspettavo, in tantissimi siamo qua a lamentarci di questi difetti. Anche l assistenza bose è inesistente, compratele qua su amazon, puoi fare il reso in caso.","Reviewed in Italy on 29 May 2022","Da fanboy bose: Controllo qualità imbarazzanti, se siete fortunati ottime cuffie.","3.0 out of 5 stars","","0","Triple Black"
"R216AGHAW6D87Q","Pranay Parwal","Have had a really unfortunate experience with the product. Had high expectations from the Bose brand and it's reputation in the noise cancellation space. While the noise cancellation lives up to the billing the product quality was absolutely sub par.The right ear on the pair I purchased stopped charging after a month. No drops, no damage just out of the blue it stopped working. Was disappointed but it was under warranty so customer service replaced them.The replacement pair turned out even more disappointing. Two weeks into using it there was an issue with the in-ear sensor and it stopped playing audio. Turns out it's a common issue with the headphones and it's been reported by others before. Additionally, they began to randomly drop Audio during calls, which rendered them further useless.Once might have been an aberration but to face these issues on two seperate pairs highlights that Bose might be slipping as a manufacturer. For this price, might be better served looking elsewhere.","Reviewed in Canada on 25 September 2022","Good product when (if) it works right","3.0 out of 5 stars","","0","Triple Black"
